"model","ssp","period","year","date","variable","value"
"ACCESS-CM2","ssp585","far",2060,2060-09-30,"tasmax",310.496643066406
"ACCESS-CM2","ssp585","far",2060,2060-06-01,"hurs",13.5728254318237
"ACCESS-CM2","ssp585","far",2060,2060-06-02,"hurs",14.8292112350464
"ACCESS-CM2","ssp585","far",2060,2060-06-03,"hurs",12.1492071151733
"ACCESS-CM2","ssp585","far",2060,2060-06-04,"hurs",14.024393081665
"ACCESS-CM2","ssp585","far",2060,2060-06-05,"hurs",22.8252124786377
"ACCESS-CM2","ssp585","far",2060,2060-06-06,"hurs",27.1601409912109
"ACCESS-CM2","ssp585","far",2060,2060-06-07,"hurs",21.2431564331055
"ACCESS-CM2","ssp585","far",2060,2060-06-08,"hurs",26.9555473327637
"ACCESS-CM2","ssp585","far",2060,2060-06-09,"hurs",23.9461669921875
"ACCESS-CM2","ssp585","far",2060,2060-06-10,"hurs",21.0453796386719
"ACCESS-CM2","ssp585","far",2060,2060-06-11,"hurs",18.4753475189209
"ACCESS-CM2","ssp585","far",2060,2060-06-12,"hurs",17.4374389648438
"ACCESS-CM2","ssp585","far",2060,2060-06-13,"hurs",17.3243408203125
"ACCESS-CM2","ssp585","far",2060,2060-06-14,"hurs",15.3460712432861
"ACCESS-CM2","ssp585","far",2060,2060-06-15,"hurs",15.2100811004639
"ACCESS-CM2","ssp585","far",2060,2060-06-16,"hurs",14.3380889892578
"ACCESS-CM2","ssp585","far",2060,2060-06-17,"hurs",13.2096214294434
"ACCESS-CM2","ssp585","far",2060,2060-06-18,"hurs",12.9030981063843
"ACCESS-CM2","ssp585","far",2060,2060-06-19,"hurs",11.9579048156738
"ACCESS-CM2","ssp585","far",2060,2060-06-20,"hurs",10.672119140625
"ACCESS-CM2","ssp585","far",2060,2060-06-21,"hurs",11.9929361343384
"ACCESS-CM2","ssp585","far",2060,2060-06-22,"hurs",12.4827089309692
"ACCESS-CM2","ssp585","far",2060,2060-06-23,"hurs",11.9974842071533
"ACCESS-CM2","ssp585","far",2060,2060-06-24,"hurs",14.9339666366577
"ACCESS-CM2","ssp585","far",2060,2060-06-25,"hurs",17.6191749572754
"ACCESS-CM2","ssp585","far",2060,2060-06-26,"hurs",18.9993877410889
"ACCESS-CM2","ssp585","far",2060,2060-06-27,"hurs",19.5190105438232
"ACCESS-CM2","ssp585","far",2060,2060-06-28,"hurs",17.0827026367188
"ACCESS-CM2","ssp585","far",2060,2060-06-29,"hurs",24.3609447479248
"ACCESS-CM2","ssp585","far",2060,2060-06-30,"hurs",21.339822769165
"ACCESS-CM2","ssp585","far",2060,2060-07-01,"hurs",20.627836227417
"ACCESS-CM2","ssp585","far",2060,2060-07-02,"hurs",19.1156940460205
"ACCESS-CM2","ssp585","far",2060,2060-07-03,"hurs",22.1070003509521
"ACCESS-CM2","ssp585","far",2060,2060-07-04,"hurs",25.0038032531738
"ACCESS-CM2","ssp585","far",2060,2060-07-05,"hurs",24.8459510803223
"ACCESS-CM2","ssp585","far",2060,2060-07-06,"hurs",35.0419044494629
"ACCESS-CM2","ssp585","far",2060,2060-07-07,"hurs",32.3723754882812
"ACCESS-CM2","ssp585","far",2060,2060-07-08,"hurs",30.1806316375732
"ACCESS-CM2","ssp585","far",2060,2060-07-09,"hurs",30.1762847900391
"ACCESS-CM2","ssp585","far",2060,2060-07-10,"hurs",25.7957191467285
"ACCESS-CM2","ssp585","far",2060,2060-07-11,"hurs",24.6841678619385
"ACCESS-CM2","ssp585","far",2060,2060-07-12,"hurs",24.9803218841553
"ACCESS-CM2","ssp585","far",2060,2060-07-13,"hurs",28.2123355865479
"ACCESS-CM2","ssp585","far",2060,2060-07-14,"hurs",28.4526081085205
"ACCESS-CM2","ssp585","far",2060,2060-07-15,"hurs",25.7281131744385
"ACCESS-CM2","ssp585","far",2060,2060-07-16,"hurs",27.137414932251
"ACCESS-CM2","ssp585","far",2060,2060-07-17,"hurs",28.3695621490479
"ACCESS-CM2","ssp585","far",2060,2060-07-18,"hurs",25.6974010467529
"ACCESS-CM2","ssp585","far",2060,2060-07-19,"hurs",28.4660968780518
"ACCESS-CM2","ssp585","far",2060,2060-07-20,"hurs",31.6785182952881
"ACCESS-CM2","ssp585","far",2060,2060-07-21,"hurs",34.9416427612305
"ACCESS-CM2","ssp585","far",2060,2060-07-22,"hurs",33.9377479553223
"ACCESS-CM2","ssp585","far",2060,2060-07-23,"hurs",25.4415416717529
"ACCESS-CM2","ssp585","far",2060,2060-07-24,"hurs",25.725305557251
"ACCESS-CM2","ssp585","far",2060,2060-07-25,"hurs",25.1882438659668
"ACCESS-CM2","ssp585","far",2060,2060-07-26,"hurs",22.8222141265869
"ACCESS-CM2","ssp585","far",2060,2060-07-27,"hurs",24.1441535949707
"ACCESS-CM2","ssp585","far",2060,2060-07-28,"hurs",22.1973724365234
"ACCESS-CM2","ssp585","far",2060,2060-07-29,"hurs",22.795618057251
"ACCESS-CM2","ssp585","far",2060,2060-07-30,"hurs",19.3537483215332
"ACCESS-CM2","ssp585","far",2060,2060-07-31,"hurs",20.3992652893066
"ACCESS-CM2","ssp585","far",2060,2060-08-01,"hurs",23.6220378875732
"ACCESS-CM2","ssp585","far",2060,2060-08-02,"hurs",39.4766731262207
"ACCESS-CM2","ssp585","far",2060,2060-08-03,"hurs",45.7244606018066
"ACCESS-CM2","ssp585","far",2060,2060-08-04,"hurs",40.2614212036133
"ACCESS-CM2","ssp585","far",2060,2060-08-05,"hurs",41.366039276123
"ACCESS-CM2","ssp585","far",2060,2060-08-06,"hurs",58.6291198730469
"ACCESS-CM2","ssp585","far",2060,2060-08-07,"hurs",68.8231658935547
"ACCESS-CM2","ssp585","far",2060,2060-08-08,"hurs",61.4185791015625
"ACCESS-CM2","ssp585","far",2060,2060-08-09,"hurs",59.1548385620117
"ACCESS-CM2","ssp585","far",2060,2060-08-10,"hurs",57.7635765075684
"ACCESS-CM2","ssp585","far",2060,2060-08-11,"hurs",75.8022003173828
"ACCESS-CM2","ssp585","far",2060,2060-08-12,"hurs",80.6185607910156
"ACCESS-CM2","ssp585","far",2060,2060-08-13,"hurs",72.7751846313477
"ACCESS-CM2","ssp585","far",2060,2060-08-14,"hurs",60.3017425537109
"ACCESS-CM2","ssp585","far",2060,2060-08-15,"hurs",43.3334426879883
"ACCESS-CM2","ssp585","far",2060,2060-08-16,"hurs",39.3609848022461
"ACCESS-CM2","ssp585","far",2060,2060-08-17,"hurs",37.0765686035156
"ACCESS-CM2","ssp585","far",2060,2060-08-18,"hurs",34.7271575927734
"ACCESS-CM2","ssp585","far",2060,2060-08-19,"hurs",34.158130645752
"ACCESS-CM2","ssp585","far",2060,2060-08-20,"hurs",34.9917488098145
"ACCESS-CM2","ssp585","far",2060,2060-08-21,"hurs",39.5105323791504
"ACCESS-CM2","ssp585","far",2060,2060-08-22,"hurs",45.9345054626465
"ACCESS-CM2","ssp585","far",2060,2060-08-23,"hurs",52.2222938537598
"ACCESS-CM2","ssp585","far",2060,2060-08-24,"hurs",52.1037864685059
"ACCESS-CM2","ssp585","far",2060,2060-08-25,"hurs",40.9989852905273
"ACCESS-CM2","ssp585","far",2060,2060-08-26,"hurs",38.5382766723633
"ACCESS-CM2","ssp585","far",2060,2060-08-27,"hurs",40.1006546020508
"ACCESS-CM2","ssp585","far",2060,2060-08-28,"hurs",36.7695732116699
"ACCESS-CM2","ssp585","far",2060,2060-08-29,"hurs",30.6752185821533
"ACCESS-CM2","ssp585","far",2060,2060-08-30,"hurs",34.3960494995117
"ACCESS-CM2","ssp585","far",2060,2060-08-31,"hurs",60.1863174438477
"ACCESS-CM2","ssp585","far",2060,2060-09-01,"hurs",48.6422576904297
"ACCESS-CM2","ssp585","far",2060,2060-09-02,"hurs",53.5630416870117
"ACCESS-CM2","ssp585","far",2060,2060-09-03,"hurs",82.6346054077148
"ACCESS-CM2","ssp585","far",2060,2060-09-04,"hurs",77.157356262207
"ACCESS-CM2","ssp585","far",2060,2060-09-05,"hurs",61.5378875732422
"ACCESS-CM2","ssp585","far",2060,2060-09-06,"hurs",53.9109497070312
"ACCESS-CM2","ssp585","far",2060,2060-09-07,"hurs",55.1011199951172
"ACCESS-CM2","ssp585","far",2060,2060-09-08,"hurs",60.1352005004883
"ACCESS-CM2","ssp585","far",2060,2060-09-09,"hurs",66.7851638793945
"ACCESS-CM2","ssp585","far",2060,2060-09-10,"hurs",68.6931457519531
"ACCESS-CM2","ssp585","far",2060,2060-09-11,"hurs",67.7102127075195
"ACCESS-CM2","ssp585","far",2060,2060-09-12,"hurs",65.1135177612305
"ACCESS-CM2","ssp585","far",2060,2060-09-13,"hurs",73.1552124023438
"ACCESS-CM2","ssp585","far",2060,2060-09-14,"hurs",61.6438026428223
"ACCESS-CM2","ssp585","far",2060,2060-09-15,"hurs",62.1032791137695
"ACCESS-CM2","ssp585","far",2060,2060-09-16,"hurs",57.1737518310547
"ACCESS-CM2","ssp585","far",2060,2060-09-17,"hurs",57.8346824645996
"ACCESS-CM2","ssp585","far",2060,2060-09-18,"hurs",51.1997108459473
"ACCESS-CM2","ssp585","far",2060,2060-09-19,"hurs",37.609790802002
"ACCESS-CM2","ssp585","far",2060,2060-09-20,"hurs",32.8359031677246
"ACCESS-CM2","ssp585","far",2060,2060-09-21,"hurs",33.1894912719727
"ACCESS-CM2","ssp585","far",2060,2060-09-22,"hurs",35.4224510192871
"ACCESS-CM2","ssp585","far",2060,2060-09-23,"hurs",40.0017852783203
"ACCESS-CM2","ssp585","far",2060,2060-09-24,"hurs",48.698486328125
"ACCESS-CM2","ssp585","far",2060,2060-09-25,"hurs",56.5384788513184
"ACCESS-CM2","ssp585","far",2060,2060-09-26,"hurs",58.9534873962402
"ACCESS-CM2","ssp585","far",2060,2060-09-27,"hurs",40.4617919921875
"ACCESS-CM2","ssp585","far",2060,2060-09-28,"hurs",35.1859359741211
"ACCESS-CM2","ssp585","far",2060,2060-09-29,"hurs",36.5053672790527
"ACCESS-CM2","ssp585","far",2060,2060-09-30,"hurs",37.3070259094238
"ACCESS-CM2","ssp585","far",2061,2061-06-01,"tasmax",311.666168212891
"ACCESS-CM2","ssp585","far",2061,2061-06-02,"tasmax",313.856140136719
"ACCESS-CM2","ssp585","far",2061,2061-06-03,"tasmax",315.444580078125
